,occupation_level,education_num,familiarity_FB,view_FB,interested_insurance,created_account,age_by_decade_20s,age_by_decade_30s,age_by_decade_40s,age_by_decade_50s,age_by_decade_60s,age_by_decade_70s,age_by_decade_80s,teens,postcode_encoded,marital_status_divorced,marital_status_married-civ-spouse,marital_status_married-spouse-absent,marital_status_never-married,marital_status_separated,marital_status_widowed,education_encoded,job_title_encoded
27553,7,13,7,7,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,1.0,0.0,0.0,0.0,0.0,9.0,369
27554,9,13,4,8,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31364,0.0,1.0,0.0,0.0,0.0,0.0,9.0,306
27555,7,9,4,8,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20242,0.0,0.0,0.0,1.0,0.0,0.0,6.0,290
27556,12,12,7,3,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8530,0.0,1.0,0.0,0.0,0.0,0.0,8.0,223
27557,12,12,8,3,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13079,0.0,0.0,0.0,1.0,0.0,0.0,8.0,197
27558,2,12,1,3,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3763,0.0,0.0,0.0,1.0,0.0,0.0,8.0,382
27559,8,5,1,7,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4626,1.0,0.0,0.0,0.0,0.0,0.0,3.0,636
27560,8,12,4,4,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15861,0.0,0.0,0.0,1.0,0.0,0.0,8.0,139
27561,9,9,3,2,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13308,1.0,0.0,0.0,0.0,0.0,0.0,6.0,168
27562,13,16,7,2,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,605,1.0,0.0,0.0,0.0,0.0,0.0,13.0,94
27563,6,12,5,5,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5455,0.0,0.0,0.0,0.0,1.0,0.0,8.0,246
27564,8,13,8,5,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19577,0.0,1.0,0.0,0.0,0.0,0.0,9.0,18
27565,4,17,3,7,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24676,0.0,0.0,0.0,0.0,1.0,0.0,10.0,310
27566,8,13,2,7,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27463,0.0,1.0,0.0,0.0,0.0,0.0,9.0,18
27567,6,13,9,7,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,233,0.0,1.0,0.0,0.0,0.0,0.0,9.0,246
27568,5,17,3,4,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6045,0.0,0.0,0.0,1.0,0.0,0.0,10.0,113
27569,12,12,4,8,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8594,1.0,0.0,0.0,0.0,0.0,0.0,8.0,481
27570,1,13,6,3,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7824,0.0,0.0,0.0,1.0,0.0,0.0,9.0,609
27571,10,5,2,2,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13741,0.0,1.0,0.0,0.0,0.0,0.0,3.0,121
27572,8,14,2,8,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29343,0.0,1.0,0.0,0.0,0.0,0.0,12.0,394
27573,10,12,2,2,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12071,0.0,0.0,0.0,1.0,0.0,0.0,8.0,107
27574,4,5,8,4,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13644,0.0,1.0,0.0,0.0,0.0,0.0,3.0,323
27575,8,9,9,4,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6004,0.0,0.0,0.0,0.0,0.0,1.0,6.0,79
27576,7,12,9,5,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16096,0.0,0.0,0.0,0.0,1.0,0.0,8.0,77
27577,10,12,5,3,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27702,0.0,1.0,0.0,0.0,0.0,0.0,8.0,107
27578,9,12,4,9,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11755,0.0,0.0,0.0,0.0,0.0,1.0,8.0,455
27579,4,17,6,9,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4728,0.0,0.0,0.0,1.0,0.0,0.0,10.0,174
27580,10,17,5,8,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18767,0.0,0.0,0.0,1.0,0.0,0.0,10.0,121
27581,8,14,10,2,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6937,0.0,1.0,0.0,0.0,0.0,0.0,12.0,79
27582,14,13,9,2,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30392,0.0,1.0,0.0,0.0,0.0,0.0,9.0,315
27583,9,12,8,4,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10608,1.0,0.0,0.0,0.0,0.0,0.0,8.0,297
27584,7,9,9,8,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8885,0.0,0.0,0.0,0.0,1.0,0.0,6.0,292
27585,18,18,7,2,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29101,0.0,1.0,0.0,0.0,0.0,0.0,11.0,355
27586,5,12,8,9,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25305,0.0,1.0,0.0,0.0,0.0,0.0,8.0,165
27587,5,12,3,3,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15353,0.0,1.0,0.0,0.0,0.0,0.0,8.0,183
27588,2,13,6,6,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11913,0.0,0.0,0.0,1.0,0.0,0.0,9.0,60
27589,5,12,8,8,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21656,0.0,1.0,0.0,0.0,0.0,0.0,8.0,145
27590,7,13,7,4,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11271,0.0,0.0,0.0,1.0,0.0,0.0,9.0,292
27591,8,12,5,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18895,0.0,0.0,0.0,1.0,0.0,0.0,8.0,394
27592,9,17,6,8,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26474,0.0,1.0,0.0,0.0,0.0,0.0,10.0,156
27593,7,16,2,7,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,180,0.0,1.0,0.0,0.0,0.0,0.0,13.0,281
27594,3,12,1,2,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14315,0.0,1.0,0.0,0.0,0.0,0.0,8.0,200
27595,10,16,1,3,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23927,0.0,1.0,0.0,0.0,0.0,0.0,13.0,149
27596,17,12,6,6,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26147,0.0,1.0,0.0,0.0,0.0,0.0,8.0,301
27597,10,13,4,1,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19557,0.0,0.0,0.0,1.0,0.0,0.0,9.0,122
27598,13,13,9,7,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13408,0.0,0.0,0.0,0.0,1.0,0.0,9.0,20
27599,3,12,8,4,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5520,1.0,0.0,0.0,0.0,0.0,0.0,8.0,210
27600,12,18,9,10,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29505,0.0,1.0,0.0,0.0,0.0,0.0,11.0,343
27601,5,12,10,4,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14214,1.0,0.0,0.0,0.0,0.0,0.0,8.0,113
27602,9,12,2,9,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,1.0,8.0,288
27603,14,12,5,4,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27584,0.0,1.0,0.0,0.0,0.0,0.0,8.0,45
27604,6,13,9,4,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28763,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2
27605,13,12,1,7,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27592,0.0,1.0,0.0,0.0,0.0,0.0,8.0,210
27606,5,12,1,1,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756,0.0,1.0,0.0,0.0,0.0,0.0,8.0,145
27607,10,6,3,1,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5708,0.0,1.0,0.0,0.0,0.0,0.0,4.0,48
27608,4,12,6,1,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10592,0.0,0.0,0.0,0.0,0.0,1.0,8.0,320
27609,10,12,5,6,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14590,0.0,1.0,0.0,0.0,0.0,0.0,8.0,121
27610,12,13,8,4,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29216,0.0,1.0,0.0,0.0,0.0,0.0,9.0,347
27611,2,13,2,9,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4708,0.0,1.0,0.0,0.0,0.0,0.0,9.0,9
27612,4,13,6,6,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25945,0.0,1.0,0.0,0.0,0.0,0.0,9.0,50
27613,7,13,3,2,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26084,0.0,1.0,0.0,0.0,0.0,0.0,9.0,623
27614,7,20,9,10,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25674,0.0,1.0,0.0,0.0,0.0,0.0,14.0,74
27615,7,9,8,9,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15813,1.0,0.0,0.0,0.0,0.0,0.0,6.0,74
27616,6,17,3,3,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17558,0.0,0.0,0.0,1.0,0.0,0.0,10.0,246
27617,8,12,2,9,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27316,0.0,0.0,0.0,0.0,1.0,0.0,8.0,118
27618,4,9,6,5,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14559,0.0,1.0,0.0,0.0,0.0,0.0,6.0,319
27619,13,14,6,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26617,0.0,1.0,0.0,0.0,0.0,0.0,12.0,605
27620,5,12,7,9,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11497,0.0,0.0,0.0,1.0,0.0,0.0,8.0,78
27621,4,13,8,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4992,0.0,0.0,0.0,1.0,0.0,0.0,9.0,309
27622,12,18,4,8,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30071,0.0,1.0,0.0,0.0,0.0,0.0,11.0,344
27623,10,14,1,7,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6890,0.0,0.0,0.0,1.0,0.0,0.0,12.0,48
27624,3,14,5,9,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18791,1.0,0.0,0.0,0.0,0.0,0.0,12.0,221
27625,9,12,9,6,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13927,1.0,0.0,0.0,0.0,0.0,0.0,8.0,155
27626,8,14,8,9,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26656,0.0,1.0,0.0,0.0,0.0,0.0,12.0,411
27627,4,13,3,6,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3160,1.0,0.0,0.0,0.0,0.0,0.0,9.0,159
27628,8,12,4,2,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7919,1.0,0.0,0.0,0.0,0.0,0.0,8.0,139
27629,10,17,3,9,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5836,0.0,1.0,0.0,0.0,0.0,0.0,10.0,121
27630,11,12,9,8,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22184,0.0,1.0,0.0,0.0,0.0,0.0,8.0,583
27631,9,10,6,8,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13616,0.0,0.0,0.0,1.0,0.0,0.0,7.0,293
27632,5,17,3,3,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11241,0.0,0.0,0.0,1.0,0.0,0.0,10.0,183
27633,8,16,10,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30966,0.0,1.0,0.0,0.0,0.0,0.0,13.0,524
27634,6,17,2,3,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13658,0.0,0.0,0.0,1.0,0.0,0.0,10.0,33
27635,13,17,8,8,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28191,0.0,1.0,0.0,0.0,0.0,0.0,10.0,605
27636,6,17,4,4,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14300,0.0,1.0,0.0,0.0,0.0,0.0,10.0,239
27637,10,16,4,7,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29790,0.0,1.0,0.0,0.0,0.0,0.0,13.0,83
27638,1,8,9,3,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8051,0.0,1.0,0.0,0.0,0.0,0.0,5.0,277
27639,12,18,1,5,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27975,0.0,1.0,0.0,0.0,0.0,0.0,11.0,345
27640,13,18,4,6,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26781,0.0,1.0,0.0,0.0,0.0,0.0,11.0,367
27641,5,18,2,9,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,524,0.0,1.0,0.0,0.0,0.0,0.0,11.0,113
27642,10,17,5,3,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13972,0.0,1.0,0.0,0.0,0.0,0.0,10.0,83
27643,16,12,10,3,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23678,0.0,1.0,0.0,0.0,0.0,0.0,8.0,500
27644,10,18,8,9,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29269,0.0,1.0,0.0,0.0,0.0,0.0,11.0,107
27645,8,17,9,5,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26197,0.0,1.0,0.0,0.0,0.0,0.0,10.0,671
27646,6,13,6,6,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30339,0.0,1.0,0.0,0.0,0.0,0.0,9.0,239
27647,4,17,7,5,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5046,0.0,0.0,0.0,1.0,0.0,0.0,10.0,320
27648,2,12,8,2,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18840,0.0,1.0,0.0,0.0,0.0,0.0,8.0,361
27649,12,13,9,1,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7164,0.0,0.0,0.0,1.0,0.0,0.0,9.0,309
27650,12,17,6,1,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1884,0.0,1.0,0.0,0.0,0.0,0.0,10.0,550
27651,9,12,7,5,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27628,0.0,0.0,0.0,1.0,0.0,0.0,8.0,65
27652,6,12,6,2,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1058,0.0,1.0,0.0,0.0,0.0,0.0,8.0,239
27653,8,12,7,4,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12034,0.0,0.0,0.0,1.0,0.0,0.0,8.0,139
27654,8,8,6,5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19638,0.0,1.0,0.0,0.0,0.0,0.0,5.0,126
27655,11,18,2,5,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29771,0.0,0.0,0.0,1.0,0.0,0.0,11.0,583
27656,9,13,5,3,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2443,0.0,0.0,0.0,1.0,0.0,0.0,9.0,293
27657,8,6,6,7,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7805,0.0,0.0,0.0,0.0,1.0,0.0,4.0,636
27658,8,12,5,4,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7641,1.0,0.0,0.0,0.0,0.0,0.0,8.0,636
27659,6,9,5,2,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5582,0.0,0.0,1.0,0.0,0.0,0.0,6.0,676
27660,6,16,6,3,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15435,0.0,1.0,0.0,0.0,0.0,0.0,13.0,685
27661,8,17,8,3,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11785,0.0,0.0,0.0,1.0,0.0,0.0,10.0,636
27662,12,12,3,4,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30304,1.0,0.0,0.0,0.0,0.0,0.0,8.0,47
27663,12,17,9,9,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29780,0.0,1.0,0.0,0.0,0.0,0.0,10.0,55
27664,7,17,9,1,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11611,0.0,0.0,0.0,1.0,0.0,0.0,10.0,292
27665,12,9,6,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18099,0.0,1.0,0.0,0.0,0.0,0.0,6.0,594
27666,10,17,2,7,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31001,0.0,0.0,0.0,1.0,0.0,0.0,10.0,127
27667,10,12,8,6,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18709,0.0,1.0,0.0,0.0,0.0,0.0,8.0,88
27668,8,12,5,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24765,0.0,1.0,0.0,0.0,0.0,0.0,8.0,18
27669,6,9,6,4,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11542,0.0,0.0,0.0,1.0,0.0,0.0,6.0,33
27670,7,18,6,3,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29057,0.0,1.0,0.0,0.0,0.0,0.0,11.0,357
27671,3,17,4,6,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3454,0.0,0.0,0.0,1.0,0.0,0.0,10.0,39
27672,13,17,3,3,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10011,0.0,0.0,0.0,1.0,0.0,0.0,10.0,367
27673,13,14,8,4,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11880,0.0,0.0,0.0,1.0,0.0,0.0,12.0,445
27674,12,13,1,7,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24845,0.0,1.0,0.0,0.0,0.0,0.0,9.0,335
27675,10,16,4,1,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20110,0.0,0.0,0.0,0.0,0.0,1.0,13.0,48
27676,4,12,1,7,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,474,0.0,1.0,0.0,0.0,0.0,0.0,8.0,326
27677,5,13,7,6,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8724,0.0,0.0,0.0,1.0,0.0,0.0,9.0,78
27678,14,13,1,4,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26707,0.0,1.0,0.0,0.0,0.0,0.0,9.0,31
27679,5,14,8,6,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14647,0.0,0.0,0.0,1.0,0.0,0.0,12.0,145
27680,18,17,9,5,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27491,0.0,1.0,0.0,0.0,0.0,0.0,10.0,287
27681,11,9,2,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11009,0.0,0.0,0.0,1.0,0.0,0.0,6.0,164
27682,8,12,7,8,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7796,0.0,0.0,0.0,1.0,0.0,0.0,8.0,636
27683,8,16,6,2,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3507,0.0,0.0,0.0,1.0,0.0,0.0,13.0,636
27684,9,5,9,2,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6879,0.0,0.0,0.0,0.0,0.0,1.0,3.0,370
27685,13,12,5,3,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13929,0.0,1.0,0.0,0.0,0.0,0.0,8.0,20
27686,10,14,2,8,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7258,0.0,0.0,0.0,1.0,0.0,0.0,12.0,107
27687,10,14,5,3,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21658,0.0,1.0,0.0,0.0,0.0,0.0,12.0,149
27688,6,9,5,6,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13161,0.0,0.0,0.0,1.0,0.0,0.0,6.0,33
27689,6,12,9,1,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,595,0.0,1.0,0.0,0.0,0.0,0.0,8.0,239
27690,6,12,3,7,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5653,0.0,0.0,1.0,0.0,0.0,0.0,8.0,224
27691,10,12,7,4,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30663,0.0,0.0,0.0,0.0,0.0,1.0,8.0,48
27692,14,18,9,8,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1026,0.0,1.0,0.0,0.0,0.0,0.0,11.0,45
27693,2,8,6,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1955,0.0,0.0,0.0,1.0,0.0,0.0,5.0,366
27694,6,12,7,2,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1345,0.0,1.0,0.0,0.0,0.0,0.0,8.0,6
27695,8,8,8,2,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8272,0.0,0.0,0.0,1.0,0.0,0.0,5.0,636
27696,4,12,6,4,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6352,0.0,0.0,0.0,1.0,0.0,0.0,8.0,309
27697,4,8,8,3,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,220,0.0,1.0,0.0,0.0,0.0,0.0,5.0,324
27698,5,13,8,3,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23908,1.0,0.0,0.0,0.0,0.0,0.0,9.0,173
27699,7,12,8,4,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10132,0.0,0.0,0.0,1.0,0.0,0.0,8.0,281
27700,7,9,9,3,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15327,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3
27701,4,18,3,7,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9881,0.0,0.0,0.0,1.0,0.0,0.0,11.0,172
27702,4,5,2,3,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10288,0.0,0.0,0.0,0.0,0.0,1.0,3.0,180
27703,4,17,6,6,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19823,0.0,0.0,0.0,1.0,0.0,0.0,10.0,172
27704,9,12,2,5,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8013,0.0,1.0,0.0,0.0,0.0,0.0,8.0,70
27705,2,13,2,3,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2694,0.0,0.0,0.0,1.0,0.0,0.0,9.0,375
27706,6,12,7,4,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24578,0.0,1.0,0.0,0.0,0.0,0.0,8.0,676
27707,6,8,6,5,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3705,0.0,0.0,0.0,1.0,0.0,0.0,5.0,33
27708,14,5,3,3,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2389,0.0,1.0,0.0,0.0,0.0,0.0,3.0,684
27709,6,18,1,6,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28525,0.0,1.0,0.0,0.0,0.0,0.0,11.0,246
27710,10,12,8,6,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26111,0.0,1.0,0.0,0.0,0.0,0.0,8.0,48
27711,6,14,2,1,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7712,0.0,0.0,0.0,0.0,0.0,1.0,12.0,246
27712,5,12,5,5,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16837,1.0,0.0,0.0,0.0,0.0,0.0,8.0,78
27713,7,4,3,5,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5237,0.0,0.0,0.0,1.0,0.0,0.0,2.0,73
27714,4,5,6,8,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7105,0.0,0.0,0.0,1.0,0.0,0.0,3.0,315
27715,1,13,4,9,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10059,0.0,0.0,0.0,1.0,0.0,0.0,9.0,140
27716,14,17,5,10,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24017,0.0,1.0,0.0,0.0,0.0,0.0,10.0,241
27717,7,13,9,4,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9474,0.0,0.0,0.0,1.0,0.0,0.0,9.0,281
27718,9,13,7,5,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30154,0.0,1.0,0.0,0.0,0.0,0.0,9.0,637
27719,7,9,2,4,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12136,0.0,0.0,0.0,1.0,0.0,0.0,6.0,357
27720,2,16,5,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18251,0.0,0.0,0.0,1.0,0.0,0.0,13.0,375
27721,8,18,2,9,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16048,1.0,0.0,0.0,0.0,0.0,0.0,11.0,35
27722,18,18,3,7,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,198,0.0,1.0,0.0,0.0,0.0,0.0,11.0,544
27723,7,12,4,8,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25642,0.0,1.0,0.0,0.0,0.0,0.0,8.0,652
27724,12,12,10,9,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28390,0.0,1.0,0.0,0.0,0.0,0.0,8.0,330
27725,3,4,9,3,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12145,0.0,1.0,0.0,0.0,0.0,0.0,2.0,39
27726,4,12,3,5,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24643,0.0,1.0,0.0,0.0,0.0,0.0,8.0,326
